epoch,step,loss_total,wall_ms
296,2067,0.008909,68.8
296,2068,0.010095,68.6
296,2069,0.014687,68.5
296,2070,0.010704,68.6
296,2071,0.011948,69.0
296,2072,0.015006,68.7
297,2073,0.011982,68.6
297,2074,0.011091,133.8
297,2075,0.013182,134.0
297,2076,0.013025,69.8
297,2077,0.017086,68.6
297,2078,0.012479,68.8
297,2079,0.015168,133.4
298,2080,0.010625,133.8
298,2081,0.008275,35.1
298,2082,0.011848,68.7
298,2083,0.012487,134.7
298,2084,0.009792,68.7
298,2085,0.012917,69.6
298,2086,0.011541,134.4
299,2087,0.007809,68.7
299,2088,0.013523,68.6
299,2089,0.010595,27.4
299,2090,0.010322,68.7
299,2091,0.013577,69.2
299,2092,0.013346,68.9
299,2093,0.013151,133.8
300,2094,0.011522,29.0
300,2095,0.007943,68.8
300,2096,0.015214,134.2
300,2097,0.010827,32.4
300,2098,0.011480,68.5
300,2099,0.011052,69.7
300,2100,0.009124,25.6
